Row ID,Original Advisory,Level,Keywords Extracted
50,Forecast rainfall may be higher in mountainous and elevated areas.,1,"elevated areas(0.37), higher mountainous(0.37), mountainous elevated(0.37), rainfall higher(0.37), elevated(0.35), higher(0.35), mountainous(0.31), forecast(0.27), rainfall(0.17), areas(0.14)"
51,Impacts in some areas may be worsened by significant antecedent rainfall.,1,"significant(0.69), impacts(0.56), rainfall(0.36), areas(0.28)"
52,"Light to moderate to at times heavy rains are being experienced in upland areas, the valley, eastern areas, mountainous areas which may persist within 2 to 3 hours and may affect nearby areas.",1,"areas(0.32), areas valley(0.22), rains experienced(0.22), mountainous areas(0.21), upland(0.21), upland areas(0.21), areas persist(0.20), eastern areas(0.20), hours affect(0.20), moderate times(0.20), times(0.20), times heavy(0.20), valley eastern(0.20), experienced(0.19), persist hours(0.19), mountainous(0.19), valley(0.19), affect nearby(0.18), persist(0.17), eastern(0.17), affect(0.16), nearby areas(0.16), heavy rains(0.15), nearby(0.14), hours(0.13), rains(0.11), light moderate(0.10), heavy(0.10), moderate(0.09), light(0.09)"
53,"Watercourses still likely to be affected in nearby areas, the vicinity, the province, nearby provinces, and the area, particularly along rivers and tributaries stated in the bulletin.",1,"nearby(0.35), watercourses(0.29), bulletin(0.27), rivers tributaries(0.27), areas vicinity(0.26), particularly(0.26), nearby provinces(0.25), tributaries(0.25), vicinity(0.24), affected(0.23), province(0.23), likely(0.22), nearby areas(0.21), area(0.21), provinces(0.20), rivers(0.19), areas(0.11)"
54,People living near the mountain slopes and in the low-lying areas of the above-mentioned river systems are still advised to take necessary precautionary measures.,1,"systems advised(0.23), advised necessary(0.22), living near(0.21), necessary precautionary(0.21), areas mentioned(0.21), living(0.21), mentioned river(0.21), people living(0.21), near mountain(0.20), necessary(0.20), river systems(0.20), mountain slopes(0.20), slopes low(0.20), mentioned(0.19), slopes(0.19), measures(0.19), mountain(0.19), precautionary(0.19), precautionary measures(0.19), near(0.17), systems(0.17), people(0.17), lying areas(0.16), river(0.15), advised(0.14), low lying(0.14), lying(0.14), low(0.13), areas(0.09)"
55,"Inaasahan ang pagbaha sa ilang lugar, kabilang ang pagbaha sa mga kalye at pagkaipon ng tubig sa mababang lugar na may kabahayan",1,"sa(0.49), lugar(0.35), pagbaha(0.35), pagbaha sa(0.35), ang(0.33), ilang(0.17), ilang lugar(0.17), mga(0.17), na(0.17), ng tubig(0.17), sa ilang(0.17), sa mga(0.17), tubig(0.17), tubig sa(0.17), ng(0.16)"
56,"Watercourses still likely to be affected in southern areas, southern areas, southern tips, volcanic areas, island areas, and eastern islands, particularly along rivers and tributaries listed in the bulletin.",1,"southern(0.46), southern areas(0.32), areas southern(0.31), areas(0.25), areas island(0.17), listed(0.17), listed bulletin(0.17), tributaries listed(0.17), watercourses(0.17), areas eastern(0.16), bulletin(0.16), island areas(0.16), rivers tributaries(0.16), southern tips(0.16), tips(0.16), volcanic(0.16), volcanic areas(0.16), particularly(0.15), eastern islands(0.15), island(0.15), tributaries(0.15), islands(0.14), affected(0.14), likely(0.13), eastern(0.13), rivers(0.12)"
57,Serious flooding expexted in low-lying areas,2,"lying areas(0.48), low lying(0.44), lying(0.44), low(0.40), flooding(0.38), areas(0.29)"
58,Widespread incidents of severe flooding and landslides expected.,2,"severe flooding(0.53), widespread(0.50), severe(0.46), landslides(0.31), expected(0.29), flooding(0.26)"
59,"Numerous flooding events are likely, especially in areas that are urbanized, low lying, or near rivers.",2,"areas urbanized(0.33), likely especially(0.33), lying near(0.33), urbanized low(0.33), urbanized(0.31), near rivers(0.29), especially(0.28), likely(0.26), rivers(0.22), near(0.22), low lying(0.19), lying(0.19), low(0.17), flooding(0.16), areas(0.12)"
60,Landslide likely in moderate to highly susceptible areas.,2,"highly susceptible(0.43), susceptible(0.43), susceptible areas(0.43), highly(0.39), landslide(0.36), likely(0.33), moderate(0.18), areas(0.16)"
61,Landslide possible in highly susceptible areas.,2,"highly susceptible(0.45), susceptible(0.45), susceptible areas(0.45), highly(0.41), landslide(0.38), possible(0.24), areas(0.17)"
62,Heavy rainfall outlook due to Shear line in eastern islands today to tomorrow noon.,2,"eastern islands(0.29), islands(0.28), outlook(0.28), outlook shear(0.28), rainfall outlook(0.28), today tomorrow(0.27), eastern(0.25), tomorrow noon(0.24), today(0.24), tomorrow(0.24), line(0.23), noon(0.23), shear(0.23), shear line(0.23), heavy rainfall(0.21), rainfall(0.16), heavy(0.14)"
63,"Heavy rainfall outlook due to Shear line in northern provinces, the valley, eastern areas, and the vicinity tomorrow noon to Wednesday noon.",2,"noon(0.33), provinces valley(0.24), line northern(0.22), northern provinces(0.22), areas vicinity(0.21), eastern areas(0.21), noon wednesday(0.21), valley eastern(0.21), outlook(0.20), outlook shear(0.20), rainfall outlook(0.20), valley(0.20), wednesday noon(0.20), vicinity(0.19), wednesday(0.19), eastern(0.18), tomorrow noon(0.17), northern(0.17), tomorrow(0.17), line(0.17), shear(0.17), shear line(0.17), provinces(0.16), heavy rainfall(0.15), rainfall(0.11), heavy(0.10), areas(0.09)"
64,Heavy rainfall outlook due to Shear line in northern provinces Wednesday noon to Thursday noon.,2,"noon(0.38), noon thursday(0.27), thursday(0.27), thursday noon(0.27), line northern(0.26), northern provinces(0.26), outlook(0.23), outlook shear(0.23), rainfall outlook(0.23), wednesday noon(0.23), wednesday(0.22), northern(0.19), line(0.19), shear(0.19), shear line(0.19), provinces(0.19), heavy rainfall(0.17), rainfall(0.13), heavy(0.12)"
65,"Heavy to Intense rainfall today to tomorrow noon in eastern coastal areas, northern coastal areas, the region, eastern provinces, island areas, southern provinces, central areas, the province, central islands, island provinces, western plains, northern tips, eastern coasts, island groups, island areas, volcanic areas, and southern tips.",2,"island(0.40), eastern(0.26), areas(0.25), provinces(0.23), island areas(0.21), tips(0.21), areas southern(0.21), southern(0.21), central(0.18), coastal areas(0.16), northern(0.16), coastal(0.16), central areas(0.11), central islands(0.11), eastern coastal(0.11), eastern provinces(0.11), groups(0.11), intense rainfall(0.11), island groups(0.11), northern coastal(0.11), provinces island(0.11), region eastern(0.11), southern provinces(0.11), western plains(0.11), areas province(0.11), islands island(0.11), provinces western(0.11), rainfall today(0.11), southern tips(0.11), volcanic(0.11), volcanic areas(0.11), areas region(0.10), heavy intense(0.10), island provinces(0.10), western(0.10), areas northern(0.10), intense(0.10), islands(0.10), today tomorrow(0.09), province(0.09), plains(0.09), region(0.09), tomorrow noon(0.08), today(0.08), tomorrow(0.08), noon(0.08), rainfall(0.05), heavy(0.05)"
66,"Heavy to Intense rainfall tomorrow noon to Wednesday noon in island provinces, eastern islands, nearby provinces, western plains, central areas, western areas, western coastal areas, and the province.",2,"western(0.44), areas western(0.30), noon(0.23), provinces(0.22), areas(0.18), central areas(0.16), intense rainfall(0.16), noon island(0.16), provinces eastern(0.16), rainfall tomorrow(0.16), western areas(0.16), western coastal(0.16), western plains(0.16), areas province(0.15), provinces western(0.15), heavy intense(0.15), island provinces(0.15), noon wednesday(0.15), eastern islands(0.14), intense(0.14), island(0.14), nearby provinces(0.14), islands(0.14), wednesday noon(0.14), central(0.13), province(0.13), wednesday(0.13), plains(0.12), eastern(0.12), tomorrow noon(0.12), coastal areas(0.11), tomorrow(0.11), coastal(0.11), nearby(0.10), rainfall(0.08), heavy(0.07)"
67,The public disaster risk reduction and management offices concerned are advised to take all necessary measure to protect life and property.,2,"offices(0.35), advised necessary(0.30), concerned(0.30), concerned advised(0.30), necessary(0.28), disaster risk(0.25), public(0.25), reduction(0.25), reduction management(0.25), risk reduction(0.25), management(0.25), disaster(0.23), risk(0.22), advised(0.20)"
68,"The public and LDRRMOs in the major river basins are advised to take all necessary precautionary measures against hazards from TY UWAN and high tide effects, and to continue monitoring PAGASA updates",2,"basins advised(0.24), effects continue(0.24), major river(0.24), advised necessary(0.22), tide effects(0.22), hazards(0.21), necessary precautionary(0.21), pagasa(0.21), effects(0.20), major(0.20), necessary(0.20), basins(0.19), high tide(0.19), river basins(0.19), continue monitoring(0.19), measures(0.18), precautionary(0.18), precautionary measures(0.18), public(0.18), updates(0.18), tide(0.18), high(0.17), monitoring(0.17), river(0.15), continue(0.15), advised(0.14)"
69,"Patuloy ang nararanasang pagbaha sa ilang lugar, kasabay ang pagtaas ng lebel ng malalaking ilog.",2,"ang(0.42), ng(0.42), ilang(0.22), ilang lugar(0.22), ilog(0.22), lebel(0.22), lebel ng(0.22), lugar(0.22), malalaking(0.22), malalaking ilog(0.22), pagbaha(0.22), pagbaha sa(0.22), patuloy(0.22), sa ilang(0.22), sa(0.21)"
70,"Heavy Rainfall: According to PAGASA Weather Advisory No. 17, the following areas are forecast to receive significant rainfall from today until Wednesday due to Tropical Cyclone Verbena and the Shear Line",2,"advisory(0.32), significant rainfall(0.32), rainfall today(0.30), rainfall(0.30), significant(0.29), pagasa(0.26), wednesday(0.26), weather(0.25), forecast(0.23), today(0.23), line(0.22), shear(0.22), shear line(0.22), heavy rainfall(0.20), heavy(0.14), areas(0.12)"
71,"Heavy to intense rainshowers with lightning and strong winds are being experienced in the metropolitan area, low-lying areas, the region, central plains, the province, the vicinity, coastal areas and northern areas which may persist within 2 hours and may affect nearby areas.",2,"areas(0.30), area low(0.20), strong winds(0.20), winds(0.19), areas persist(0.18), areas region(0.18), heavy intense(0.18), hours affect(0.18), areas northern(0.18), central plains(0.18), experienced(0.18), intense(0.18), persist hours(0.18), metropolitan(0.17), metropolitan area(0.17), northern areas(0.17), affect nearby(0.16), vicinity(0.16), central(0.16), province(0.16), strong(0.16), persist(0.16), plains(0.16), region(0.16), affect(0.15), nearby areas(0.15), area(0.14), coastal areas(0.14), northern(0.14), coastal(0.14), lying areas(0.13), nearby(0.12), hours(0.12), low lying(0.11), lying(0.11), low(0.10), heavy(0.09)"
72,"The public and the Local Disaster Risk Reduction and Management Councils within basin are advised to start undertaking precautionary measures to mitigate the adverse impacts of possible flash floods, rain-induced landslides at mountainside areas, pluvial and river floods within their area of concern; to continue monitoring for updates particularly Rainfall Wamings to be issued by PAGASA Regional Services Division.",2,"floods(0.21), advised start(0.16), mountainside(0.16), mountainside areas(0.16), start(0.16), start undertaking(0.16), basin advised(0.15), concern(0.15), councils basin(0.15), floods rain(0.15), induced landslides(0.15), issued pagasa(0.15), possible flash(0.15), undertaking(0.15), undertaking precautionary(0.15), updates particularly(0.15), adverse impacts(0.14), particularly(0.14), river floods(0.14), induced(0.14), rain induced(0.14), mitigate adverse(0.13), adverse(0.13), basin(0.13), monitoring updates(0.13), pagasa(0.13), impacts possible(0.13), public local(0.13), issued(0.12), measures mitigate(0.12), mitigate(0.12), continue monitoring(0.12), disaster risk(0.12), impacts(0.12), management councils(0.12), measures(0.12), precautionary(0.12), precautionary measures(0.12), public(0.12), reduction(0.12), reduction management(0.12), risk reduction(0.12), updates(0.12), area(0.11), flash floods(0.11), management(0.11), flash(0.11), councils(0.11), local disaster(0.11), monitoring(0.11), disaster(0.10), risk(0.10), river(0.10), continue(0.09), local(0.09), landslides(0.09), advised(0.09), possible(0.09), rainfall(0.08), rain(0.07), areas(0.06)"
73,"The public and the Local Disaster Risk Reduction and Management Councils concerned are advised to be vigilant, and take all necessary precautionary measures to mitigate the adverse sudden impacts of possible hazards associated with STS Tino within river basins, and to continue monitoring for updates, particularly heavy rainfall warnings and/or rainfall advisories, and thunderstorm advisories issued by",2,"advisories(0.26), advisories thunderstorm(0.15), basins continue(0.15), hazards associated(0.15), particularly heavy(0.15), possible hazards(0.15), vigilant necessary(0.15), warnings rainfall(0.15), advisories issued(0.15), rainfall advisories(0.15), rainfall warnings(0.15), thunderstorm advisories(0.15), updates particularly(0.15), vigilant(0.15), rainfall(0.15), associated(0.14), particularly(0.14), concerned(0.13), concerned advised(0.13), councils concerned(0.13), hazards(0.13), mitigate adverse(0.13), necessary precautionary(0.13), warnings(0.13), adverse(0.13), monitoring updates(0.13), sudden(0.13), impacts possible(0.12), necessary(0.12), public local(0.12), thunderstorm(0.12), issued(0.12), measures mitigate(0.12), mitigate(0.12), basins(0.12), river basins(0.12), continue monitoring(0.11), disaster risk(0.11), impacts(0.11), management councils(0.11), measures(0.11), precautionary(0.11), precautionary measures(0.11), public(0.11), reduction(0.11), reduction management(0.11), risk reduction(0.11), updates(0.11), management(0.11), councils(0.11), local disaster(0.11), monitoring(0.11), disaster(0.10), risk(0.10), heavy rainfall(0.10), river(0.09), continue(0.09), local(0.09), advised(0.09), possible(0.08), heavy(0.07)"
74,"For awareness, preparedness and mitigation purposes, the public and the Local Disaster Risk Reduction and Management Councils of the said provinces within the major river basins are advised to take ALL the necessary precautionary measures to mitigate the adverse immediate impacts of the possible hazards associated with TS RAMIL and the High Tide effects; to continue monitoring for rainfall and thunderstorms warnings specific to your area and other products issued by PAGASA.",2,"adverse immediate(0.13), awareness(0.13), awareness preparedness(0.13), councils said(0.13), hazards associated(0.13), immediate impacts(0.13), mitigation(0.13), mitigation purposes(0.13), monitoring rainfall(0.13), possible hazards(0.13), preparedness(0.13), preparedness mitigation(0.13), provinces major(0.13), purposes(0.13), purposes public(0.13), rainfall thunderstorms(0.13), said(0.13), said provinces(0.13), thunderstorms warnings(0.13), warnings specific(0.13), area products(0.13), basins advised(0.13), effects continue(0.13), issued pagasa(0.13), major river(0.13), products(0.13), products issued(0.13), specific(0.13), specific area(0.13), associated(0.12), immediate(0.12), advised necessary(0.12), tide effects(0.12), hazards(0.11), mitigate adverse(0.11), necessary precautionary(0.11), warnings(0.11), adverse(0.11), pagasa(0.11), effects(0.11), impacts possible(0.11), major(0.11), necessary(0.11), public local(0.11), issued(0.10), measures mitigate(0.10), mitigate(0.10), basins(0.10), high tide(0.10), river basins(0.10), continue monitoring(0.10), disaster risk(0.10), impacts(0.10), management councils(0.10), measures(0.10), precautionary(0.10), precautionary measures(0.10), public(0.10), reduction(0.10), reduction management(0.10), risk reduction(0.10), area(0.10), management(0.10), tide(0.10), councils(0.09), high(0.09), local disaster(0.09), monitoring(0.09), provinces(0.09), thunderstorms(0.09), disaster(0.09), risk(0.09), river(0.08), continue(0.08), local(0.08), advised(0.08), possible(0.07), rainfall(0.06)"
75,"For the past weeks, coastal areas of the delta areas remain affected by high tides, causing coastal flooding in several areas of the delta areas as well as the swampy areas area after the passage of STS Paolo.",2,"areas(0.54), coastal(0.41), areas area(0.29), past(0.29), tides(0.29), remain(0.27), affected(0.23), area(0.21), coastal areas(0.21), high(0.20), flooding(0.14)"
76,People living near the mountain slopes and in the low-lying areas and the Local Disaster Risk Reduction and Management Councils concerned are advised to be alert for possible flash floods and landslides.,2,"possible flash(0.21), advised alert(0.20), concerned(0.19), concerned advised(0.19), councils concerned(0.19), floods landslides(0.19), alert possible(0.18), living near(0.18), living(0.18), people living(0.18), near mountain(0.17), mountain slopes(0.17), slopes low(0.17), slopes(0.16), disaster risk(0.16), management councils(0.16), mountain(0.16), reduction(0.16), reduction management(0.16), risk reduction(0.16), flash floods(0.16), management(0.16), flash(0.15), councils(0.15), local disaster(0.15), near(0.15), alert(0.14), disaster(0.14), floods(0.14), people(0.14), risk(0.14), lying areas(0.14), local(0.13), landslides(0.13), advised(0.12), low lying(0.12), lying(0.12), possible(0.12), low(0.11), areas(0.08)"
77,"For awareness, preparedness and mitigation purposes, the public and the Local Disaster Risk Reduction and Management Councils of the said provinces within the major river basins are advised to take ALL the necessary precautionary measures to mitigate the adverse immediate impacts of the possible hazards associated with TD PAOLO and the High Tide effects; to continue monitoring for rainfall and thunderstorms warnings specific to your area and other products issued by PAGASA.",2,"adverse immediate(0.13), awareness(0.13), awareness preparedness(0.13), councils said(0.13), hazards associated(0.13), immediate impacts(0.13), mitigation(0.13), mitigation purposes(0.13), monitoring rainfall(0.13), possible hazards(0.13), preparedness(0.13), preparedness mitigation(0.13), provinces major(0.13), purposes(0.13), purposes public(0.13), rainfall thunderstorms(0.13), said(0.13), said provinces(0.13), thunderstorms warnings(0.13), warnings specific(0.13), area products(0.13), basins advised(0.13), effects continue(0.13), issued pagasa(0.13), major river(0.13), products(0.13), products issued(0.13), specific(0.13), specific area(0.13), associated(0.12), immediate(0.12), advised necessary(0.12), tide effects(0.12), hazards(0.11), mitigate adverse(0.11), necessary precautionary(0.11), warnings(0.11), adverse(0.11), pagasa(0.11), effects(0.11), impacts possible(0.11), major(0.11), necessary(0.11), public local(0.11), issued(0.10), measures mitigate(0.10), mitigate(0.10), basins(0.10), high tide(0.10), river basins(0.10), continue monitoring(0.10), disaster risk(0.10), impacts(0.10), management councils(0.10), measures(0.10), precautionary(0.10), precautionary measures(0.10), public(0.10), reduction(0.10), reduction management(0.10), risk reduction(0.10), area(0.10), management(0.10), tide(0.10), councils(0.09), high(0.09), local disaster(0.09), monitoring(0.09), provinces(0.09), thunderstorms(0.09), disaster(0.09), risk(0.09), river(0.08), continue(0.08), local(0.08), advised(0.08), possible(0.07), rainfall(0.06)"
78,"The public and the Local Disaster Risk Reduction and Management Councils within basin are advised to start undertaking precautionary measures to mitigate the adverse impacts of possible flash floods, rain-induced landslides at mountainside areas, pluvial and river floods within their area of concern; to continue monitoring.",2,"floods(0.23), advised start(0.17), mountainside(0.17), mountainside areas(0.17), start(0.17), start undertaking(0.17), basin advised(0.16), concern(0.16), councils basin(0.16), floods rain(0.16), induced landslides(0.16), possible flash(0.16), undertaking(0.16), undertaking precautionary(0.16), adverse impacts(0.16), river floods(0.16), induced(0.15), rain induced(0.15), mitigate adverse(0.14), adverse(0.14), basin(0.14), impacts possible(0.14), public local(0.14), measures mitigate(0.13), mitigate(0.13), continue monitoring(0.13), disaster risk(0.12), impacts(0.12), management councils(0.12), measures(0.12), precautionary(0.12), precautionary measures(0.12), public(0.12), reduction(0.12), reduction management(0.12), risk reduction(0.12), area(0.12), flash floods(0.12), management(0.12), flash(0.12), councils(0.12), local disaster(0.12), monitoring(0.12), disaster(0.11), risk(0.11), river(0.10), continue(0.10), local(0.10), landslides(0.10), advised(0.10), possible(0.09), rain(0.08), areas(0.06)"
79,"The public and the Local Disaster Risk Reduction and Management Councils within basin are advised to start undertaking precautionary measures to mitigate the adverse impacts of possible flash floods, rain-induced",2,"advised start(0.20), start(0.20), start undertaking(0.20), basin advised(0.19), councils basin(0.19), floods rain(0.19), possible flash(0.19), undertaking(0.19), undertaking precautionary(0.19), adverse impacts(0.18), induced(0.17), rain induced(0.17), mitigate adverse(0.17), adverse(0.16), basin(0.16), impacts possible(0.16), public local(0.16), measures mitigate(0.15), mitigate(0.15), disaster risk(0.14), impacts(0.14), management councils(0.14), measures(0.14), precautionary(0.14), precautionary measures(0.14), public(0.14), reduction(0.14), reduction management(0.14), risk reduction(0.14), flash floods(0.14), management(0.14), flash(0.14), councils(0.14), local disaster(0.14), disaster(0.13), floods(0.13), risk(0.13), local(0.12), advised(0.11), possible(0.11), rain(0.09)"
80,"As per the latest weather forecast today, the Southwest Monsoon will still bring light to moderate to at times heavy rainshowers over eastern regions and southern regions. Rising water level along the river and Tributary Rivers and Flooding in roads and low-lying areas are likely during the forecast period.",2,"regions(0.41), forecast(0.32), bring(0.22), southwest(0.22), southwest monsoon(0.22), monsoon(0.21), rising water(0.21), moderate times(0.20), southern(0.20), times(0.20), times heavy(0.20), rising(0.19), roads(0.18), likely(0.17), weather(0.17), eastern(0.17), today(0.16), rivers(0.15), water(0.14), lying areas(0.14), river(0.13), low lying(0.12), lying(0.12), low(0.11), flooding(0.11), light moderate(0.10), heavy(0.09), moderate(0.09), light(0.09), areas(0.08)"
81,"People living near the mountain slopes, in the low lying areas and adjacent to or along the above mentioned river systems and the Local Disaster Risk Reduction and Management Councils concerned are advised to be vigilant, take necessary precautionary measures to mitigate the adverse sudden impacts of possible rain induced landslides and river floods within river basins, and to continue monitoring for updates particularly heavy rainfall warnings and/or rainfall advisories/thunderstorm advisories issued by",2,"river(0.24), advisories(0.22), advisories thunderstorm(0.13), basins continue(0.13), particularly heavy(0.13), vigilant necessary(0.13), warnings rainfall(0.13), adjacent mentioned(0.12), advisories issued(0.12), floods river(0.12), induced landslides(0.12), rainfall advisories(0.12), rainfall warnings(0.12), systems local(0.12), thunderstorm advisories(0.12), updates particularly(0.12), vigilant(0.12), rainfall(0.12), particularly(0.12), river floods(0.12), concerned(0.11), concerned advised(0.11), councils concerned(0.11), induced(0.11), landslides river(0.11), rain induced(0.11), adjacent(0.11), living near(0.11), mitigate adverse(0.11), necessary precautionary(0.11), warnings(0.11), adverse(0.11), living(0.11), mentioned river(0.11), monitoring updates(0.11), people living(0.11), sudden(0.11), impacts possible(0.10), near mountain(0.10), necessary(0.10), river systems(0.10), thunderstorm(0.10), issued(0.10), measures mitigate(0.10), mitigate(0.10), mountain slopes(0.10), slopes low(0.10), basins(0.10), river basins(0.10), continue monitoring(0.10), mentioned(0.10), slopes(0.10), disaster risk(0.10), impacts(0.10), management councils(0.10), measures(0.10), mountain(0.10), precautionary(0.10), precautionary measures(0.10), reduction(0.10), reduction management(0.10), risk reduction(0.10), updates(0.10), management(0.09), councils(0.09), local disaster(0.09), monitoring(0.09), near(0.09), systems(0.09), disaster(0.09), floods(0.09), people(0.09), risk(0.08), heavy rainfall(0.08), lying areas(0.08), continue(0.08), local(0.08), landslides(0.08), advised(0.07), low lying(0.07), lying(0.07), possible(0.07), low(0.07), rain(0.06), heavy(0.06), areas(0.05)"
82,"Possible Impacts in the affected areas: Infrastructure: Roads may not be passable, Education: Classes may be interrupted, Agriculture: Rice and root crops may be submerged",2,"affected areas(0.44), passable(0.44), roads passable(0.44), roads(0.36), affected(0.35), impacts(0.32), possible(0.23), areas(0.16)"
83,"Urban or localized flooding due to the accumulation or impounding of rainwater in low-lying areas, densely populated locations with poor drainage, as well as riverside and coastal areas affected by tides, is possible in the downstream portions of nearby towns and the city.",2,"impounding(0.24), locations(0.24), nearby towns(0.24), tides(0.24), towns(0.24), city(0.23), downstream(0.23), rainwater(0.23), localized flooding(0.22), accumulation(0.21), riverside(0.21), localized(0.20), poor drainage(0.20), urban(0.20), affected(0.19), poor(0.18), areas(0.18), coastal areas(0.17), coastal(0.17), drainage(0.16), lying areas(0.15), nearby(0.15), low lying(0.13), lying(0.13), possible(0.13), low(0.12), flooding(0.12)"
84,"The public and Local Disaster Risk Reduction and Management Councils concerned are advised to begin undertaking precautionary measures to mitigate the sudden adverse impacts of possible urban flooding, flash floods or riverine floods, and rain-induced landslides within the river basins and adjacent catchment areas.",2,"floods(0.24), urban flooding(0.19), floods rain(0.18), induced landslides(0.18), undertaking(0.18), undertaking precautionary(0.18), adverse impacts(0.17), concerned(0.16), concerned advised(0.16), councils concerned(0.16), induced(0.16), landslides river(0.16), rain induced(0.16), adjacent(0.16), urban(0.16), adverse(0.15), sudden(0.15), impacts possible(0.15), public local(0.15), measures mitigate(0.14), mitigate(0.14), basins(0.14), river basins(0.14), disaster risk(0.14), impacts(0.14), management councils(0.14), measures(0.14), precautionary(0.14), precautionary measures(0.14), public(0.14), reduction(0.14), reduction management(0.14), risk reduction(0.14), flash floods(0.13), management(0.13), flash(0.13), councils(0.13), local disaster(0.13), disaster(0.12), risk(0.12), river(0.11), local(0.11), landslides(0.11), advised(0.11), possible(0.10), flooding(0.09), rain(0.09), areas(0.07)"
85,"Residents and the Local Disaster Risk Reduction and Management Councils adjacent to and/or along the above-mentioned areas of concern are still advised to maintain their vigilance and take appropriate precautionary measures to mitigate impacts of possible flashfloods, landslides and river floods within river basins, and to continue monitor the updates particularly thunderstorm/ rainfall advisory issued by",2,"river(0.18), advised maintain(0.15), advisory(0.15), appropriate(0.15), appropriate precautionary(0.15), areas concern(0.15), basins continue(0.15), concern advised(0.15), councils adjacent(0.15), maintain(0.15), maintain vigilance(0.15), mentioned areas(0.15), mitigate impacts(0.15), residents local(0.15), thunderstorm rainfall(0.15), vigilance(0.15), vigilance appropriate(0.15), adjacent mentioned(0.15), concern(0.15), floods river(0.15), updates particularly(0.15), flashfloods landslides(0.14), particularly(0.14), river floods(0.14), landslides river(0.13), adjacent(0.13), monitor(0.13), possible flashfloods(0.13), impacts possible(0.12), thunderstorm(0.12), issued(0.12), measures mitigate(0.12), mitigate(0.12), basins(0.12), flashfloods(0.12), river basins(0.12), mentioned(0.11), residents(0.11), disaster risk(0.11), impacts(0.11), management councils(0.11), measures(0.11), precautionary(0.11), precautionary measures(0.11), reduction(0.11), reduction management(0.11), risk reduction(0.11), updates(0.11), management(0.11), councils(0.11), local disaster(0.11), disaster(0.10), floods(0.10), risk(0.10), continue(0.09), local(0.09), landslides(0.09), advised(0.09), possible(0.08), rainfall(0.07), areas(0.06)"
86,"Moderate to heavy rainfall was observed in the upstream, midstream, and downstream areas of the basin. Moreover, isolated light to moderate with at times heavy rains brought by the Intertropical Convergence Zone may continue to occur over river basins within the forecast period.",2,"brought(0.21), convergence(0.21), convergence zone(0.21), intertropical(0.21), intertropical convergence(0.21), isolated light(0.21), midstream(0.21), midstream downstream(0.21), occur river(0.21), zone(0.21), downstream(0.20), moderate times(0.19), observed(0.19), times(0.19), times heavy(0.19), heavy(0.18), moderate(0.18), isolated(0.18), basin(0.17), occur(0.16), basins(0.16), moderate heavy(0.16), river basins(0.16), forecast(0.15), heavy rains(0.15), heavy rainfall(0.13), river(0.13), continue(0.13), rains(0.11), rainfall(0.10), light moderate(0.10), light(0.09), areas(0.08)"
87,Rainfall is predicted to be light to moderate.,0,"predicted(0.75), rainfall(0.35), light moderate(0.35), moderate(0.32), light(0.31)"
88,Flooding might happen in some areas; stay alert.,0,"flooding happen(0.51), happen(0.49), stay alert(0.39), stay(0.37), alert(0.34), flooding(0.25), areas(0.19)"
89,Light to moderate rain is expected in several areas; people should be cautious.,0,"areas people(0.46), expected areas(0.46), rain expected(0.36), people(0.31), moderate rain(0.29), expected(0.26), light moderate(0.22), rain(0.21), moderate(0.20), light(0.19), areas(0.17)"
90,Light to moderate rain is happening now and may reach nearby places.,0,"nearby places(0.42), rain happening(0.42), happening(0.38), reach(0.38), places(0.29), moderate rain(0.26), nearby(0.26), light moderate(0.20), rain(0.19), moderate(0.18), light(0.17)"
91,More areas will get light to moderate rain within the next 2–3 hours.,0,"moderate rain(0.48), hours(0.47), light moderate(0.36), rain(0.36), moderate(0.33), light(0.32), areas(0.29)"
92,Expect light to moderate rain and possible thunderstorms within the next 12 hours.,0,"rain possible(0.40), expect light(0.36), 12(0.35), 12 hours(0.35), expect(0.35), thunderstorms(0.27), moderate rain(0.24), hours(0.24), possible(0.21), light moderate(0.19), rain(0.18), moderate(0.17), light(0.16)"
93,Light to sometimes moderate rain with thunderstorms is expected in the next 12 hours.,0,"rain thunderstorms(0.46), 12(0.40), 12 hours(0.40), thunderstorms(0.31), moderate rain(0.28), hours(0.27), expected(0.25), light moderate(0.21), rain(0.21), moderate(0.19), light(0.19)"
94,Light to moderate rain will fall in several northern and central areas within the next 2–3 hours.,0,"central areas(0.51), central(0.41), northern(0.37), moderate rain(0.32), hours(0.31), light moderate(0.24), rain(0.23), moderate(0.22), light(0.21), areas(0.19)"
95,Minor flooding may occur because of slow drainage; stay updated.,0,"minor flooding(0.37), stay updated(0.37), updated(0.37), flooding occur(0.35), slow(0.35), minor(0.33), occur(0.29), stay(0.26), drainage(0.25), flooding(0.18)"
96,River water levels continue to go down.,0,"levels continue(0.47), river water(0.47), water levels(0.42), levels(0.37), water(0.30), river(0.28), continue(0.28)"
97,"Light to moderate rain fell earlier, but heavier rain is expected later today.",0,"rain(0.42), earlier(0.41), later(0.40), rain expected(0.36), today(0.33), moderate rain(0.28), expected(0.25), light moderate(0.21), moderate(0.19), light(0.19)"
98,Light to moderate rain is expected in several provinces and may affect many communities.,0,"rain expected(0.41), communities(0.39), affect(0.38), provinces(0.36), moderate rain(0.32), expected(0.29), light moderate(0.25), rain(0.24), moderate(0.22), light(0.22)"
